user_id,first_credit_date,current_date,income_records,login_records,unusual_operations,total_debt,total_income,consumption_records,loan_records,credit_grade
408,2011-02-12,2023-10-15,"[7664, 7064, 6132]","[14, 6, 16]",[],6392.22,17235.55,"[656, 935, 662]",[],0
409,2011-02-13,2023-10-15,"[6055, 4811, 5329]","[18, 7, 17]",[],3070.11,37204.42,"[96, 613, 344]",[],0
410,2011-02-14,2023-10-15,"[4856, 3086, 6564]","[13, 8, 13]",[],4923.49,15760.24,"[527, 726, 863]",[],0
411,2011-02-15,2023-10-15,"[6158, 3356, 7743]","[14, 1, 4]",[],1743.63,29411.36,"[390, 534, 255]",[],0
412,2011-02-16,2023-10-15,"[5010, 7808, 4822]","[14, 17, 17]",[],5146.11,20680.39,"[779, 836, 146]",[],0
413,2011-02-17,2023-10-15,"[6312, 3113, 7254]","[15, 4, 2]",[],1722.66,24242.03,"[788, 878, 630]",[4123],0
414,2011-02-18,2023-10-15,"[3561, 4583, 4861]","[7, 4, 8]",[],4185.77,26491.28,"[437, 363, 322]",[5975],0
415,2011-02-19,2023-10-15,"[5911, 2705, 5620]","[17, 13, 13]",[],1918.81,17453.89,"[241, 585, 302]",[],0
416,2011-02-20,2023-10-15,"[4948, 3286, 3448]","[8, 6, 14]",[],1376.64,21485.35,"[188, 472, 578]",[],0
417,2011-02-21,2023-10-15,"[6295, 6165, 5225]","[18, 5, 1]",[],3517.75,32699.46,"[349, 378, 952]",[22605],1
418,2011-02-22,2023-10-15,"[7783, 2586, 5862]","[3, 11, 15]",[],1834.48,15632.44,"[136, 954, 709]",[],0
419,2011-02-23,2023-10-15,"[6557, 3969, 2846]","[18, 14, 5]",[],2515.31,33640.03,"[440, 215, 138]",[],0
420,2011-02-24,2023-10-15,"[4950, 2562, 4740]","[16, 8, 11]",[],4493.01,17133.04,"[496, 670, 529]",[],0
421,2011-02-25,2023-10-15,"[6483, 5589, 7685]","[10, 2, 2]",[],10197.32,16272.0,"[732, 798, 506]",[],0
422,2011-02-26,2023-10-15,"[2510, 6930, 6649]","[16, 13, 8]",[],2532.56,20393.85,"[941, 238, 343]",[18931],0
423,2011-02-27,2023-10-15,"[5375, 7761, 7235]","[15, 15, 4]",[],6913.06,31693.9,"[206, 283, 90]",[],0
424,2011-02-28,2023-10-15,"[7545, 2461, 4534]","[14, 11, 7]",[],2912.85,44009.11,"[187, 632, 703]",[],0
425,2011-03-01,2023-10-15,"[7556, 6468, 3356]","[10, 11, 3]",[],3785.09,31192.19,"[386, 237, 124]",[],1
426,2011-03-02,2023-10-15,"[7397, 4286, 5289]","[15, 3, 4]",[],2003.92,22715.64,"[396, 603, 926]",[],0
427,2011-03-03,2023-10-15,"[3668, 5559, 5697]","[19, 19, 3]",[],2825.43,36123.59,"[987, 250, 214]",[42194],0
428,2011-03-04,2023-10-15,"[3089, 6622, 4707]","[6, 1, 15]",[],3995.44,22537.45,"[905, 56, 95]",[],1
429,2011-03-05,2023-10-15,"[7562, 6082, 2029]","[13, 7, 7]",['suspicious_login'],4573.74,21990.24,"[93, 248, 285]",[],0
430,2011-03-06,2023-10-15,"[2991, 5010, 5625]","[17, 17, 12]",[],2229.06,10269.79,"[681, 496, 405]",[],1
431,2011-03-07,2023-10-15,"[4904, 3937, 2299]","[14, 5, 12]",[],4571.38,13363.75,"[495, 185, 107]",[],0
432,2011-03-08,2023-10-15,"[3511, 4083, 6468]","[13, 11, 8]",[],3286.67,16349.26,"[186, 112, 792]",[],0
433,2011-03-09,2023-10-15,"[2655, 5464, 2433]","[17, 8, 7]",[],1261.37,19319.9,"[533, 997, 957]",[],0
434,2011-03-10,2023-10-15,"[5338, 5657, 6054]","[5, 9, 4]",[],4389.59,22850.32,"[614, 350, 984]",[],0
435,2011-03-11,2023-10-15,"[6252, 4818, 5094]","[2, 17, 16]",[],2718.04,14153.64,"[636, 289, 608]",[],0
436,2011-03-12,2023-10-15,"[6416, 4888, 5046]","[9, 6, 19]",[],1998.18,12692.6,"[475, 972, 916]",[],0
437,2011-03-13,2023-10-15,"[6562, 4185, 5961]","[9, 16, 6]",[],3911.4,11691.46,"[132, 445, 835]",[],0
438,2011-03-14,2023-10-15,"[7690, 6378, 6330]","[6, 3, 7]",[],5458.64,19697.21,"[526, 721, 570]",[],0
439,2011-03-15,2023-10-15,"[7926, 6641, 7395]","[9, 6, 17]",[],4793.29,15859.64,"[129, 869, 456]",[1465],1
440,2011-03-16,2023-10-15,"[3722, 3389, 6101]","[9, 19, 12]",[],3863.22,27110.75,"[159, 584, 86]",[24628],1
441,2011-03-17,2023-10-15,"[2595, 2276, 5272]","[2, 6, 6]",[],1671.35,22168.79,"[854, 903, 164]",[],0
442,2011-03-18,2023-10-15,"[6548, 3785, 7165]","[10, 12, 3]",[],2622.84,18370.62,"[508, 357, 490]",[],0
443,2011-03-19,2023-10-15,"[7057, 5112, 2901]","[1, 3, 19]",[],2609.38,15846.44,"[112, 544, 598]",[10936],0
444,2011-03-20,2023-10-15,"[2720, 4180, 4838]","[13, 18, 11]",[],3841.13,24816.47,"[581, 422, 863]",[],0
445,2011-03-21,2023-10-15,"[6317, 4559, 7859]","[6, 19, 11]",[],2688.55,18114.09,"[835, 289, 725]",[],0
446,2011-03-22,2023-10-15,"[3231, 6054, 7505]","[3, 18, 19]",[],2561.98,16154.26,"[249, 314, 928]",[],0
447,2011-03-23,2023-10-15,"[6786, 2258, 7128]","[12, 8, 7]",[],1356.55,13118.82,"[926, 890, 288]",[],0
448,2011-03-24,2023-10-15,"[2794, 6865, 6570]","[16, 9, 6]",[],2498.85,23401.29,"[712, 916, 688]",[],0
449,2011-03-25,2023-10-15,"[2099, 7794, 3820]","[18, 3, 3]",[],3891.8,37363.49,"[511, 592, 53]",[],0
450,2011-03-26,2023-10-15,"[3480, 4244, 7432]","[12, 16, 19]",[],2051.46,36572.73,"[209, 319, 218]",[],0
451,2011-03-27,2023-10-15,"[5622, 2720, 5458]","[19, 16, 11]",[],3559.05,9368.45,"[722, 505, 807]",[5625],0
452,2011-03-28,2023-10-15,"[5163, 2972, 4722]","[16, 18, 9]",[],6010.29,25441.57,"[341, 66, 368]",[],0
453,2011-03-29,2023-10-15,"[5806, 5541, 5965]","[13, 17, 14]",[],1689.45,19612.77,"[943, 744, 258]",[],0
454,2011-03-30,2023-10-15,"[6522, 5805, 3525]","[4, 14, 11]",[],3889.4,39425.16,"[164, 339, 285]",[27067],0
455,2011-03-31,2023-10-15,"[7128, 6263, 2580]","[9, 6, 5]",[],3097.11,13758.86,"[73, 682, 107]",[],1
456,2011-04-01,2023-10-15,"[7848, 6295, 7539]","[15, 8, 19]",[],2598.49,17258.33,"[746, 435, 474]",[9698],0
457,2011-04-02,2023-10-15,"[4014, 7959, 5750]","[15, 5, 13]",[],2552.26,12223.86,"[688, 388, 896]",[31166],0
458,2011-04-03,2023-10-15,"[7771, 6741, 5256]","[13, 13, 17]",['suspicious_login'],2910.74,26716.88,"[288, 778, 323]",[],0
459,2011-04-04,2023-10-15,"[6461, 3757, 3721]","[5, 16, 1]",[],3662.1,20917.72,"[694, 338, 841]",[],0
460,2011-04-05,2023-10-15,"[2321, 7124, 4823]","[12, 9, 16]",[],3260.65,19304.31,"[299, 188, 885]",[32525],0
461,2011-04-06,2023-10-15,"[7819, 5563, 2683]","[11, 9, 2]",[],1675.15,23193.94,"[330, 717, 891]",[38539],0
462,2011-04-07,2023-10-15,"[7299, 2472, 4410]","[14, 19, 14]",['suspicious_login'],4112.59,24384.9,"[632, 464, 836]",[],1
463,2011-04-08,2023-10-15,"[3954, 6640, 6551]","[11, 7, 13]",[],5244.5,25411.61,"[161, 493, 727]",[],0
464,2011-04-09,2023-10-15,"[7551, 5047, 5591]","[14, 3, 9]",['suspicious_login'],2358.3,27674.56,"[437, 546, 446]",[],0
465,2011-04-10,2023-10-15,"[4414, 4986, 6619]","[13, 13, 12]",[],2634.79,33901.53,"[844, 349, 396]",[],0
466,2011-04-11,2023-10-15,"[7311, 7387, 6981]","[9, 18, 10]",['suspicious_login'],1967.27,46873.73,"[449, 285, 743]",[],0
467,2011-04-12,2023-10-15,"[4599, 5496, 6055]","[12, 7, 18]",[],2002.1,23437.58,"[102, 682, 161]",[14032],0
468,2011-04-13,2023-10-15,"[7403, 5363, 7059]","[15, 15, 18]",['suspicious_login'],2165.36,36160.89,"[251, 771, 143]",[],0
469,2011-04-14,2023-10-15,"[3770, 7314, 4202]","[2, 17, 18]",[],2669.14,35816.73,"[305, 493, 690]",[],0
470,2011-04-15,2023-10-15,"[6329, 3835, 5648]","[6, 9, 12]",[],862.23,25827.91,"[929, 918, 803]",[],0
471,2011-04-16,2023-10-15,"[6270, 2515, 4453]","[11, 19, 13]",[],3985.25,16473.29,"[97, 502, 292]",[],0
472,2011-04-17,2023-10-15,"[6972, 3589, 6377]","[13, 13, 15]",[],1884.34,28994.43,"[179, 915, 947]",[],0
473,2011-04-18,2023-10-15,"[6584, 3643, 2095]","[8, 9, 9]",[],2209.27,13112.9,"[578, 100, 922]",[],1
474,2011-04-19,2023-10-15,"[3080, 5673, 7294]","[17, 16, 11]",[],2238.64,25284.14,"[850, 716, 475]",[26178],0
475,2011-04-20,2023-10-15,"[4618, 7834, 4248]","[6, 3, 7]",[],2815.95,25709.22,"[823, 961, 638]",[],0
476,2011-04-21,2023-10-15,"[2772, 3668, 2519]","[19, 4, 6]",[],2962.87,26764.83,"[145, 116, 437]",[],1
477,2011-04-22,2023-10-15,"[4512, 5384, 7781]","[2, 4, 2]",[],2656.17,27037.99,"[776, 966, 573]",[],0
478,2011-04-23,2023-10-15,"[6163, 6689, 2359]","[16, 6, 11]",[],745.9,16299.7,"[440, 221, 116]",[],0
479,2011-04-24,2023-10-15,"[7817, 2971, 7833]","[14, 3, 11]",[],1725.96,51759.31,"[447, 359, 897]",[],0
480,2011-04-25,2023-10-15,"[7118, 7946, 3848]","[17, 16, 9]",[],1988.84,17364.53,"[353, 514, 714]",[],0
481,2011-04-26,2023-10-15,"[6768, 3467, 7605]","[18, 5, 12]",['suspicious_login'],6349.23,27570.08,"[367, 232, 906]",[],0
482,2011-04-27,2023-10-15,"[3657, 3260, 5591]","[12, 19, 11]",[],1384.06,21862.61,"[789, 925, 687]",[],0
483,2011-04-28,2023-10-15,"[7269, 6567, 6358]","[10, 18, 16]",[],3824.86,32190.81,"[102, 621, 220]",[48352],0
484,2011-04-29,2023-10-15,"[3429, 6889, 3934]","[5, 4, 6]",[],1927.96,30642.91,"[74, 84, 88]",[],0
485,2011-04-30,2023-10-15,"[5228, 6093, 3695]","[3, 15, 19]",[],3057.28,22108.47,"[540, 150, 769]",[37898],0
486,2011-05-01,2023-10-15,"[4483, 4389, 2300]","[4, 6, 5]",[],2293.64,14044.07,"[665, 336, 521]",[21402],0
487,2011-05-02,2023-10-15,"[4780, 7785, 3209]","[18, 11, 8]",[],2419.0,16669.99,"[799, 302, 238]",[],0
488,2011-05-03,2023-10-15,"[6936, 7428, 5831]","[5, 14, 8]",['suspicious_login'],5997.29,26837.12,"[730, 971, 476]",[4364],0
489,2011-05-04,2023-10-15,"[2904, 7277, 3827]","[11, 9, 5]",[],2297.1,29225.45,"[747, 387, 644]",[19843],0
490,2011-05-05,2023-10-15,"[3589, 7057, 6694]","[6, 1, 1]",[],1711.62,26127.06,"[648, 463, 458]",[],0
491,2011-05-06,2023-10-15,"[5234, 2646, 7524]","[12, 13, 3]",[],1781.26,16234.63,"[422, 420, 354]",[],0
492,2011-05-07,2023-10-15,"[7996, 5878, 4111]","[8, 13, 14]",[],1900.93,13265.62,"[466, 512, 268]",[35823],0
493,2011-05-08,2023-10-15,"[4660, 5392, 3016]","[16, 5, 13]",[],9215.89,25144.34,"[818, 51, 784]",[],1
494,2011-05-09,2023-10-15,"[2948, 5069, 6056]","[16, 13, 15]",[],2797.71,36770.5,"[863, 243, 590]",[],0
495,2011-05-10,2023-10-15,"[4422, 7956, 6074]","[19, 16, 12]",[],2570.74,14899.0,"[60, 529, 726]",[],0
496,2011-05-11,2023-10-15,"[5304, 6732, 7818]","[11, 6, 3]",[],1766.21,24550.02,"[889, 785, 591]",[],0
497,2011-05-12,2023-10-15,"[6366, 2278, 6807]","[12, 13, 11]",[],2505.06,14082.53,"[430, 799, 233]",[],0
498,2011-05-13,2023-10-15,"[4390, 6150, 4374]","[3, 2, 19]",[],2959.1,17049.15,"[492, 554, 236]",[],0
499,2011-05-14,2023-10-15,"[3796, 5885, 5385]","[1, 17, 6]",[],2438.62,18540.47,"[365, 693, 862]",[],0
500,2011-05-15,2023-10-15,"[4777, 5009, 2526]","[10, 5, 18]",[],2712.37,27621.17,"[423, 224, 458]",[33700],0
501,2011-05-16,2023-10-15,"[2833, 3860, 4241]","[10, 13, 10]",['suspicious_login'],1414.85,21774.25,"[202, 52, 65]",[48425],0
502,2011-05-17,2023-10-15,"[4803, 7479, 2445]","[1, 12, 6]",[],3231.83,33028.49,"[61, 744, 223]",[],0
503,2011-05-18,2023-10-15,"[4977, 3119, 5269]","[12, 14, 9]",[],1225.41,15318.81,"[682, 122, 559]",[],0
504,2011-05-19,2023-10-15,"[3353, 6336, 6774]","[16, 4, 12]",[],5273.4,20784.55,"[992, 776, 104]",[43634],0
505,2011-05-20,2023-10-15,"[6636, 3626, 4592]","[19, 9, 4]",[],5996.55,35393.18,"[275, 844, 918]",[],0
506,2011-05-21,2023-10-15,"[7776, 5948, 7725]","[13, 7, 3]",[],3078.14,16121.07,"[571, 443, 484]",[],0
507,2011-05-22,2023-10-15,"[5734, 6704, 7271]","[2, 15, 7]",[],4472.66,18405.0,"[566, 286, 136]",[],0
508,2011-05-23,2023-10-15,"[7598, 4962, 4146]","[12, 7, 1]",[],2497.37,36197.47,"[588, 267, 746]",[],0
509,2011-05-24,2023-10-15,"[2504, 3593, 5342]","[18, 10, 5]",[],1660.5,36702.33,"[870, 369, 199]",[],0
510,2011-05-25,2023-10-15,"[6745, 7134, 5067]","[3, 16, 11]",[],3007.45,20535.8,"[697, 703, 140]",[],0
511,2011-05-26,2023-10-15,"[7197, 4202, 6695]","[7, 2, 12]",[],2829.42,28840.35,"[561, 495, 255]",[],1
512,2011-05-27,2023-10-15,"[4718, 4956, 6401]","[14, 17, 15]",[],5765.9,19729.47,"[921, 220, 283]",[],1
513,2011-05-28,2023-10-15,"[2945, 3322, 5699]","[16, 6, 3]",[],3776.96,16233.01,"[343, 215, 876]",[],0
514,2011-05-29,2023-10-15,"[3834, 5181, 2274]","[1, 15, 5]",[],4058.17,18576.77,"[793, 791, 349]",[],0
515,2011-05-30,2023-10-15,"[5024, 2117, 5314]","[10, 12, 8]",[],3102.76,14482.68,"[649, 167, 651]",[23516],1
516,2011-05-31,2023-10-15,"[6827, 7423, 2306]","[19, 11, 19]",[],3478.1,17003.38,"[587, 966, 959]",[],0
517,2011-06-01,2023-10-15,"[2461, 2784, 2257]","[16, 6, 7]",[],2408.97,29322.09,"[639, 177, 773]",[],0
518,2011-06-02,2023-10-15,"[5165, 5553, 7334]","[15, 9, 17]",[],2120.99,20323.56,"[858, 982, 989]",[46975],0
519,2011-06-03,2023-10-15,"[3755, 6846, 6966]","[1, 1, 3]",['suspicious_login'],2233.49,30185.45,"[801, 613, 376]",[],0
520,2011-06-04,2023-10-15,"[7863, 4397, 5809]","[15, 3, 1]",[],4312.86,25265.07,"[116, 894, 407]",[26096],1
521,2011-06-05,2023-10-15,"[3067, 7564, 5723]","[15, 15, 13]",[],4323.96,22688.03,"[797, 768, 748]",[],0
522,2011-06-06,2023-10-15,"[5417, 3982, 2240]","[5, 7, 10]",[],2501.81,31540.8,"[69, 865, 95]",[],0
523,2011-06-07,2023-10-15,"[5411, 5385, 7549]","[6, 3, 12]",[],2934.24,27892.68,"[276, 429, 942]",[],1
524,2011-06-08,2023-10-15,"[5234, 5856, 6705]","[5, 4, 10]",[],3245.41,12807.36,"[813, 717, 860]",[4535],0
525,2011-06-09,2023-10-15,"[3939, 4101, 3300]","[4, 9, 2]",[],2709.15,21705.73,"[397, 226, 803]",[],0
526,2011-06-10,2023-10-15,"[2933, 4080, 3358]","[17, 4, 11]",[],781.82,29937.2,"[754, 79, 279]",[],1
527,2011-06-11,2023-10-15,"[5452, 5214, 6106]","[16, 14, 13]",[],3701.85,16898.93,"[180, 779, 531]",[],0
528,2011-06-12,2023-10-15,"[2492, 2871, 7459]","[3, 13, 7]",[],1439.56,21757.24,"[158, 200, 474]",[],1
529,2011-06-13,2023-10-15,"[4516, 4444, 3864]","[9, 11, 12]",[],4171.77,17525.16,"[417, 351, 128]",[],0
530,2011-06-14,2023-10-15,"[3054, 3388, 4585]","[4, 1, 9]",[],3364.43,37845.99,"[990, 804, 702]",[],0
531,2011-06-15,2023-10-15,"[6149, 4825, 6302]","[5, 1, 9]",[],2044.02,16094.67,"[74, 448, 333]",[],0
532,2011-06-16,2023-10-15,"[3218, 2070, 7417]","[4, 18, 16]",[],1248.17,15113.51,"[197, 389, 861]",[],0
533,2011-06-17,2023-10-15,"[4945, 6529, 3910]","[10, 9, 4]",[],5486.15,22266.26,"[905, 370, 185]",[],0
534,2011-06-18,2023-10-15,"[4490, 2301, 6379]","[6, 5, 16]",[],2367.14,27280.65,"[588, 673, 266]",[26319],0
535,2011-06-19,2023-10-15,"[6401, 7195, 5964]","[2, 8, 19]",[],1020.1,26174.88,"[754, 168, 911]",[],0
536,2011-06-20,2023-10-15,"[6224, 2929, 6499]","[9, 4, 13]",[],6391.86,27495.19,"[965, 593, 503]",[],0
537,2011-06-21,2023-10-15,"[4445, 3556, 2924]","[6, 1, 4]",['suspicious_login'],5838.13,21616.77,"[745, 331, 86]",[],0
538,2011-06-22,2023-10-15,"[4209, 5500, 6853]","[11, 8, 4]",[],2070.83,15435.35,"[817, 735, 280]",[],0
539,2011-06-23,2023-10-15,"[5212, 3443, 2741]","[18, 17, 10]",[],4379.14,27276.95,"[271, 224, 757]",[16166],0
540,2011-06-24,2023-10-15,"[5443, 7527, 6363]","[7, 7, 13]",[],1540.46,26341.95,"[552, 692, 600]",[],0
541,2011-06-25,2023-10-15,"[3255, 2779, 4657]","[14, 4, 15]",['suspicious_login'],1255.85,44240.75,"[586, 779, 773]",[],0
542,2011-06-26,2023-10-15,"[7812, 3081, 6801]","[17, 15, 19]",[],2450.05,19781.55,"[998, 90, 202]",[1426],0
543,2011-06-27,2023-10-15,"[4536, 5879, 3836]","[9, 17, 16]",[],3027.5,21428.82,"[994, 751, 852]",[39258],0
544,2011-06-28,2023-10-15,"[3977, 6240, 6432]","[13, 8, 1]",['suspicious_login'],1900.74,17707.12,"[513, 559, 316]",[],0
545,2011-06-29,2023-10-15,"[6815, 2573, 7417]","[9, 3, 19]",[],2052.5,28662.56,"[142, 645, 987]",[19245],0
546,2011-06-30,2023-10-15,"[7367, 5341, 4367]","[11, 11, 17]",[],1753.51,13710.48,"[736, 561, 414]",[],0
547,2011-07-01,2023-10-15,"[4997, 2197, 5375]","[2, 16, 4]",[],1915.97,23293.92,"[618, 611, 880]",[47019],0
548,2011-07-02,2023-10-15,"[5792, 4425, 5072]","[14, 8, 17]",[],2408.56,21791.79,"[808, 248, 942]",[],0
549,2011-07-03,2023-10-15,"[3453, 3221, 3893]","[19, 11, 14]",[],4196.89,26620.02,"[698, 513, 735]",[],0
550,2011-07-04,2023-10-15,"[7398, 5179, 2428]","[3, 8, 9]",[],3607.02,20930.65,"[818, 979, 947]",[30574],0
551,2011-07-05,2023-10-15,"[3816, 7433, 2604]","[19, 4, 5]",[],3854.89,16764.75,"[397, 318, 655]",[6165],0
552,2011-07-06,2023-10-15,"[2246, 2065, 7275]","[1, 15, 19]",[],3707.83,31382.18,"[537, 90, 99]",[],0
553,2011-07-07,2023-10-15,"[6309, 6043, 5486]","[4, 18, 17]",['suspicious_login'],4690.34,14723.55,"[882, 801, 842]",[27347],0
554,2011-07-08,2023-10-15,"[2331, 4632, 4512]","[18, 8, 1]",[],2864.16,23121.1,"[166, 552, 799]",[5726],0
555,2011-07-09,2023-10-15,"[7376, 2119, 6134]","[19, 8, 12]",[],7649.01,21106.72,"[333, 562, 107]",[21632],0
556,2011-07-10,2023-10-15,"[2387, 2344, 4005]","[9, 5, 4]",[],6888.94,18958.4,"[707, 507, 639]",[],0
557,2011-07-11,2023-10-15,"[6432, 6689, 7086]","[5, 6, 2]",[],4929.22,23613.27,"[495, 156, 420]",[],0
558,2011-07-12,2023-10-15,"[7211, 3229, 5692]","[13, 14, 12]",[],2138.31,19720.73,"[238, 785, 974]",[],0
559,2011-07-13,2023-10-15,"[2814, 6727, 7779]","[14, 7, 3]",[],3783.53,21372.8,"[868, 552, 957]",[],1
560,2011-07-14,2023-10-15,"[6997, 2018, 4042]","[18, 18, 2]",[],2502.45,21894.38,"[320, 533, 107]",[],0
561,2011-07-15,2023-10-15,"[2913, 4709, 5234]","[9, 11, 18]",[],2878.97,36989.94,"[176, 539, 267]",[],0
562,2011-07-16,2023-10-15,"[4087, 4143, 6695]","[13, 14, 7]",[],3199.5,17940.17,"[134, 195, 842]",[],0
563,2011-07-17,2023-10-15,"[5622, 2287, 3997]","[4, 12, 12]",[],3515.4,25576.93,"[336, 134, 888]",[],0
564,2011-07-18,2023-10-15,"[2096, 6495, 6891]","[17, 10, 1]",[],2255.67,23500.91,"[656, 996, 522]",[],0
565,2011-07-19,2023-10-15,"[3683, 2651, 3709]","[14, 6, 13]",[],2314.19,19766.35,"[405, 892, 906]",[],0
566,2011-07-20,2023-10-15,"[7308, 2730, 7621]","[7, 2, 9]",[],3236.68,24152.56,"[164, 230, 854]",[],1
567,2011-07-21,2023-10-15,"[6403, 4834, 5754]","[16, 11, 9]",['suspicious_login'],4199.59,20962.03,"[200, 810, 561]",[],0
568,2011-07-22,2023-10-15,"[4940, 7853, 7051]","[5, 18, 10]",[],4477.02,22442.96,"[313, 241, 475]",[],0
569,2011-07-23,2023-10-15,"[3076, 2915, 6036]","[11, 9, 10]",[],3779.23,20350.12,"[974, 865, 264]",[],0
570,2011-07-24,2023-10-15,"[2923, 4182, 6340]","[19, 8, 14]",[],784.48,16039.56,"[598, 340, 364]",[],0
571,2011-07-25,2023-10-15,"[7436, 6608, 5129]","[14, 12, 2]",['suspicious_login'],3419.44,18090.03,"[946, 514, 510]",[],0
572,2011-07-26,2023-10-15,"[4579, 6823, 6716]","[14, 5, 6]",[],1855.34,24117.11,"[673, 691, 230]",[],1
573,2011-07-27,2023-10-15,"[4182, 3409, 7688]","[5, 14, 7]",[],1252.86,37908.32,"[634, 774, 118]",[],1
574,2011-07-28,2023-10-15,"[4242, 5062, 4827]","[12, 12, 10]",[],3043.45,23282.81,"[202, 794, 904]",[],0
575,2011-07-29,2023-10-15,"[2747, 3097, 5097]","[14, 14, 5]",[],3044.63,23407.41,"[168, 618, 665]",[],1
576,2011-07-30,2023-10-15,"[4535, 2135, 7355]","[13, 2, 17]",[],3368.31,14713.58,"[509, 169, 263]",[29369],0
577,2011-07-31,2023-10-15,"[6162, 3481, 7153]","[1, 14, 19]",[],1691.13,19570.06,"[354, 400, 665]",[],0
578,2011-08-01,2023-10-15,"[3602, 2918, 5078]","[13, 6, 13]",[],1739.09,35657.93,"[279, 398, 682]",[],0
579,2011-08-02,2023-10-15,"[2683, 6687, 7709]","[3, 1, 17]",[],7838.45,14227.76,"[414, 766, 538]",[],0
580,2011-08-03,2023-10-15,"[7832, 6965, 6108]","[10, 4, 9]",[],2432.77,12436.61,"[803, 567, 154]",[],0
581,2011-08-04,2023-10-15,"[2753, 4669, 3216]","[13, 12, 8]",[],1496.76,12794.83,"[429, 127, 845]",[20820],0
582,2011-08-05,2023-10-15,"[5193, 5619, 6541]","[15, 16, 9]",[],5744.73,17116.61,"[209, 700, 232]",[],0
583,2011-08-06,2023-10-15,"[2161, 6450, 6645]","[9, 19, 15]",[],2267.56,18388.2,"[678, 939, 513]",[28990],1
584,2011-08-07,2023-10-15,"[4953, 5598, 5248]","[10, 7, 1]",[],2768.47,18152.37,"[259, 698, 991]",[],0
585,2011-08-08,2023-10-15,"[6179, 3588, 3497]","[11, 5, 13]",[],1453.01,25970.17,"[244, 699, 64]",[41082],0
586,2011-08-09,2023-10-15,"[2586, 7613, 4400]","[10, 17, 1]",[],2150.78,24664.01,"[190, 861, 83]",[],0
587,2011-08-10,2023-10-15,"[5053, 3311, 2572]","[2, 13, 5]",[],5229.48,24789.43,"[101, 372, 218]",[22311],0
588,2011-08-11,2023-10-15,"[7621, 7705, 5226]","[5, 3, 7]",[],4878.13,31018.08,"[527, 896, 615]",[],1
589,2011-08-12,2023-10-15,"[7268, 3836, 6888]","[19, 2, 12]",[],6145.92,21569.21,"[998, 715, 78]",[],0
590,2011-08-13,2023-10-15,"[7174, 5127, 5773]","[2, 16, 5]",[],2262.41,32758.85,"[290, 828, 508]",[],0
591,2011-08-14,2023-10-15,"[4853, 6620, 4269]","[13, 2, 2]",[],2678.25,18646.08,"[468, 146, 603]",[],0
592,2011-08-15,2023-10-15,"[4020, 6029, 5620]","[14, 1, 14]",['suspicious_login'],2340.88,19678.07,"[742, 592, 151]",[],0
593,2011-08-16,2023-10-15,"[7537, 3230, 4391]","[6, 11, 5]",[],2713.41,45161.03,"[747, 547, 356]",[26813],0
594,2011-08-17,2023-10-15,"[6175, 6925, 2142]","[6, 5, 18]",[],3731.68,37962.31,"[982, 265, 712]",[],1
595,2011-08-18,2023-10-15,"[2966, 4822, 2701]","[1, 15, 7]",[],1313.74,16393.13,"[380, 177, 264]",[],0
596,2011-08-19,2023-10-15,"[6661, 2448, 3179]","[16, 15, 4]",[],2772.38,22979.49,"[632, 574, 773]",[12117],1
597,2011-08-20,2023-10-15,"[4977, 3531, 2763]","[12, 16, 6]",[],1336.48,18049.77,"[406, 266, 269]",[18618],0
598,2011-08-21,2023-10-15,"[4129, 2714, 2549]","[11, 10, 16]",[],3927.02,16096.02,"[221, 92, 702]",[],0
599,2011-08-22,2023-10-15,"[4346, 4782, 6355]","[4, 5, 6]",[],3521.84,16729.51,"[419, 807, 547]",[18276],0
600,2011-08-23,2023-10-15,"[4122, 3535, 5292]","[8, 13, 1]",[],3550.77,17294.08,"[640, 100, 507]",[],0
601,2011-08-24,2023-10-15,"[6264, 7803, 2863]","[18, 9, 12]",[],2165.8,33337.76,"[415, 760, 212]",[36566],0
602,2011-08-25,2023-10-15,"[6360, 4346, 4173]","[19, 11, 15]",[],4744.81,17214.38,"[451, 390, 507]",[],1
603,2011-08-26,2023-10-15,"[7337, 3346, 2047]","[14, 13, 12]",[],1670.73,21894.53,"[135, 623, 999]",[],1
604,2011-08-27,2023-10-15,"[5551, 6957, 6085]","[3, 2, 17]",[],915.29,19679.57,"[602, 770, 651]",[],0
605,2011-08-28,2023-10-15,"[3638, 3402, 5839]","[14, 11, 5]",[],527.81,20319.78,"[937, 617, 865]",[36729],0
606,2011-08-29,2023-10-15,"[6787, 6411, 5604]","[15, 12, 6]",['suspicious_login'],1963.6,26128.21,"[326, 378, 221]",[],0
607,2011-08-30,2023-10-15,"[6443, 7129, 3158]","[14, 4, 18]",[],4170.56,31155.98,"[807, 990, 80]",[30375],0
608,2011-08-31,2023-10-15,"[2456, 2380, 7932]","[7, 7, 10]",[],2761.04,29253.87,"[932, 57, 333]",[],0
609,2011-09-01,2023-10-15,"[5932, 3248, 2956]","[15, 3, 1]",[],1214.73,11275.21,"[261, 157, 602]",[],0
610,2011-09-02,2023-10-15,"[2433, 6650, 6593]","[17, 2, 1]",['suspicious_login'],6198.44,18902.57,"[645, 890, 884]",[10888],1
611,2011-09-03,2023-10-15,"[4600, 5151, 2182]","[17, 6, 1]",[],2496.6,37949.46,"[179, 805, 994]",[],0
